Number or provisional designation in packed form,H absolute magnitude,G slope parameter,Epoch in packed form .0 TT,Mean anomaly at epoch in degrees,Argument of perihelion J2000.0 degrees,Longitude of ascending node J2000.0 degrees,Inclination to ecliptic J2000.0 degrees,Orbital eccentricity,Mean daily motion degrees per day,Semimajor axis AU,Uncertainty parameter U,Reference,Number of observations,Number of oppositions,Year of first observation,Year of last observation,Arc length days,RMS residual arcsec,Coarse indicator of perturbers blank if unperturbed one opposition object,Precise indicator of perturbers blank if unperturbed one opposition object,Computer name,Readable designation,Date of last observation included in orbit solution YYYYMMDD
K15VH0C,7.3,0.15,K221L,60.62361,279.95,73.25191,1.45426,0.0565873,0.00340873,43.7260974,3,MPO458704,39,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VC170,20171213
K15VH0D,7.1,0.15,K221L,130.97607,220.6941,54.18021,10.10342,0.156504,0.0031803,45.7956658,4,MPO458705,36,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VD170,20171213
K15VH0E,8.0,0.15,K221L,13.11701,180.45931,224.69225,9.83186,0.1340621,0.0035442,42.6046975,3,MPO458705,32,3,2015,2017,-999,0.05,M-v,38h,MPCLINUX,2015 VE170,20171213
K15VH0F,8.1,0.15,K221L,242.84125,112.0403,66.75801,2.24694,0.0174398,0.00351117,42.8714282,4,MPO458705,23,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VF170,20170923
K15VH0G,8.2,0.15,K221L,341.87121,334.70887,108.0085,0.5045,0.0762701,0.00360106,42.1550306,3,MPO458705,33,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VG170,20171213
K15VH0H,8.4,0.15,K221L,330.91605,317.68399,135.42986,1.30519,0.0632545,0.00327671,44.8929018,4,MPO458705,35,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VH170,20170923
K15VH0J,8.1,0.15,K221L,206.16402,140.35563,74.16857,4.75419,0.0391348,0.00349991,42.9633851,4,MPO458705,34,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VJ170,20171213
K15VH0K,7.4,0.15,K221L,82.75265,229.45364,102.19697,2.21438,0.0486641,0.00343723,43.484103,2,MPO458706,33,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VK170,20171213
K15VH0L,8.5,0.15,K221L,9.79511,355.66508,55.04248,26.77704,0.0622503,0.00387149,40.1683455,4,MPO458706,34,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VL170,20171213
K15VH0M,8.3,0.15,K221L,358.67083,217.38532,205.00349,5.72085,0.1319778,0.00322205,45.3991696,3,MPO458706,36,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VM170,20171213
K15VH0N,7.9,0.15,K221L,331.78066,232.75781,223.33821,16.43979,0.103933,0.00366011,41.7003897,3,MPO458706,32,3,2015,2017,-999,0.05,M-v,38h,MPCLINUX,2015 VN170,20171213
K15VH0O,8.0,0.15,K221L,136.90694,169.0478,109.71678,2.91148,0.0390444,0.00337094,44.0523024,4,MPO458706,31,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VO170,20170916
K15VH0P,8.1,0.15,K221L,313.16001,37.80433,80.45027,5.92807,0.1272132,0.00314128,46.1741281,3,MPO458706,31,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VP170,20171213
K15VH0Q,8.7,0.15,K221L,338.56691,38.22252,51.19613,10.56609,0.1421664,0.00354169,42.6247731,3,MPO458707,35,3,2014,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VQ170,20170127
K15VH0R,8.5,0.15,K221L,100.3028,260.36753,53.12822,1.60692,0.0416012,0.00344665,43.4048379,3,MPO458707,39,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VR170,20171213
K15VH0S,8.5,0.15,K221L,49.18723,317.77815,50.25374,18.15754,0.0253155,0.00368051,41.5461529,3,MPO458707,25,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VS170,20171216
K15VH0T,8.0,0.15,K221L,119.05182,46.96033,249.77599,1.15986,0.0270997,0.00342864,43.5566678,3,MPO458707,39,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VT170,20171216
K15VH0U,8.9,0.15,K221L,273.1201,100.12873,48.92187,1.8406,0.0288696,0.00351763,42.8189095,3,MPO458707,29,3,2015,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VU170,20170920
K15VH0V,8.8,0.15,K221L,84.68113,299.6377,30.88394,0.90719,0.0322502,0.00345434,43.340384,3,MPO458707,33,3,2015,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VV170,20170915
K15VH0W,7.7,0.15,K221L,78.55129,102.82767,231.96006,1.03962,0.0434861,0.00316912,45.9032761,2,MPO458708,36,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VW170,20171213
K15VH0X,8.6,0.15,K221L,316.03483,59.73551,48.54028,2.64093,0.065551,0.00308059,46.7785789,3,MPO458708,26,3,2015,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VX170,20170920
K15VH0Y,7.5,0.15,K221L,51.34553,322.28748,43.80631,1.76241,0.0240559,0.00346022,43.2912251,3,MPO458708,32,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VY170,20170920
K15VH0Z,8.3,0.15,K221L,101.16174,251.19545,56.68635,4.18311,0.0889463,0.00333241,44.3912235,3,MPO458708,34,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VZ170,20171213
K15VH1A,8.9,0.15,K221L,71.60711,153.0299,189.25371,1.20755,0.0417222,0.00348772,43.0634084,3,MPO458708,30,4,2014,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VA171,20171216
K15VH1B,7.7,0.15,K221L,155.42727,174.50691,83.60541,2.38732,0.077647,0.00338365,43.941961,4,MPO458708,31,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VB171,20171216
K15VH1C,8.4,0.15,K221L,314.89061,40.60966,67.53336,3.59007,0.053502,0.00331531,44.5436959,3,MPO458709,28,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VC171,20171216
K15VH1D,8.5,0.15,K221L,340.87629,228.72345,214.27599,2.79018,0.1078145,0.00309177,46.6657611,4,MPO458709,29,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VD171,20171216
K15VH1E,8.0,0.15,K221L,231.69741,111.56226,81.38968,1.82366,0.0848905,0.00336757,44.0816769,4,MPO458709,36,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VE171,20171216
K15VH1F,7.9,0.15,K221L,347.17229,20.82015,54.9507,18.11018,0.0985866,0.0035179,42.8167323,4,MPO458709,29,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VF171,20171213
K15VH1G,8.9,0.15,K221L,173.49735,185.71788,59.13847,6.10213,0.0161891,0.00353126,42.7087131,4,MPO458709,27,3,2015,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VG171,20171213
K15VH1H,7.7,0.15,K221L,335.45551,19.6645,69.88822,2.4575,0.0997855,0.00326768,44.9755518,4,MPO458709,28,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VH171,20171213
K15VH1J,8.9,0.15,K221L,6.64982,357.69028,53.5927,21.66822,0.1700177,0.00311441,46.4393198,4,MPO458710,31,3,2015,2017,-999,0.12,M-v,38h,MPCLINUX,2015 VJ171,20170920
K15VH1K,8.5,0.15,K221L,251.64154,106.0165,67.25687,5.12373,0.0634774,0.00346667,43.2375165,4,MPO458710,28,3,2015,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VK171,20171216
K15VH1L,7.7,0.15,K221L,280.8363,26.11326,115.66616,1.59989,0.0408528,0.00306172,46.9705674,3,MPO458710,27,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VL171,20170922
K15VH1M,8.3,0.15,K221L,240.53194,100.53562,85.94113,2.04283,0.0971511,0.00336656,44.0904977,4,MPO458710,25,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VM171,20171216
K15VH1N,7.8,0.15,K221L,187.90983,142.96861,86.83818,2.62947,0.0275481,0.00339537,43.8407409,4,MPO458710,38,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VN171,20171216
K15VH1O,7.7,0.15,K221L,48.77404,275.61409,88.53284,2.86378,0.0593248,0.00335258,44.2129712,3,MPO458710,39,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VO171,20170924
K15VH1P,8.4,0.15,K221L,324.03656,21.19176,76.35039,3.93998,0.0449456,0.0034405,43.4565137,3,MPO458711,37,3,2015,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VP171,20171216
K15VH1Q,8.2,0.15,K221L,69.94837,274.06472,59.48558,13.27806,0.1257788,0.00322639,45.3584559,2,MPO458711,37,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VQ171,20171216
K15VH1R,8.3,0.15,K221L,89.47233,110.62163,209.60268,5.65073,0.0690273,0.00323078,45.3173773,3,MPO458711,38,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VR171,20171216
K15VH1S,8.4,0.15,K221L,95.28015,231.09081,82.41842,2.94931,0.0793635,0.00334343,44.2936498,4,MPO458711,29,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VS171,20171216
K15VH1T,8.7,0.15,K221L,51.39068,190.68463,171.90043,2.35349,0.0519787,0.00343779,43.4793547,3,MPO458711,36,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VT171,20171216
K15VH1U,7.5,0.15,K221L,20.11291,308.48826,89.21634,2.60485,0.0230332,0.00340766,43.7352744,4,MPO458711,34,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VU171,20170922
K15VH1V,9.0,0.15,K221L,327.10367,284.24291,181.48519,2.73291,0.1718911,0.00315915,45.9997609,3,MPO458712,36,4,2014,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VV171,20171216
K15VH1W,8.3,0.15,K221L,84.51297,186.41067,146.03091,2.35108,0.0081979,0.00344971,43.3791321,3,MPO458712,36,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VW171,20171216
K15VH1X,7.0,0.15,K221L,124.18219,82.1138,200.83999,6.55365,0.106471,0.00322641,45.3582367,4,MPO458712,34,3,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VX171,20170922
K15VH1Y,8.6,0.15,K221L,75.25568,226.15196,113.42379,3.00621,0.0296183,0.00346722,43.232994,2,MPO458712,37,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VY171,20171216
K15VH1Z,8.0,0.15,K221L,213.23122,90.50327,117.90129,2.82862,0.0822413,0.00333138,44.400345,4,MPO458712,29,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VZ171,20171216
K15VH2A,7.4,0.15,K221L,340.81895,327.58126,113.28235,3.01052,0.0682845,0.00333806,44.3411399,3,MPO458712,41,4,2014,2017,-999,0.05,M-v,38h,MPCLINUX,2015 VA172,20171216
K15VH2C,6.5,0.15,K221L,167.49085,140.02814,105.17189,4.07506,0.1370021,0.00307189,46.8668442,4,MPO458713,30,3,2015,2017,-999,0.05,M-v,38h,MPCLINUX,2015 VC172,20170922
K15VH2D,8.1,0.15,K221L,311.49246,36.40111,82.67747,5.12072,0.1164925,0.00359897,42.1713461,2,MPO458713,41,4,2014,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VD172,20171216
K15VH2E,8.4,0.15,K221L,123.60048,182.60602,105.25899,3.70192,0.0674813,0.00338176,43.9582666,4,MPO458713,35,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VE172,20171216
K15VH2F,8.6,0.15,K221L,346.51851,270.2199,162.83267,2.92242,0.0233653,0.00342939,43.5503594,4,MPO458713,31,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VF172,20171216
K15VH2G,8.6,0.15,K221L,124.14817,166.89179,118.73302,3.43173,0.0877501,0.00336001,44.1478043,5,MPO458713,26,3,2015,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VG172,20171216
K15VH2H,8.6,0.15,K221L,248.35382,19.99398,156.24015,2.87741,0.0629129,0.00338096,43.9652081,4,MPO458713,27,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VH172,20171216
K15VH2J,8.5,0.15,K221L,323.68901,50.27303,49.99662,1.44359,0.0803245,0.00337249,44.0387772,4,MPO458714,32,3,2015,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VJ172,20171213
K15VH2K,9.7,0.15,K221L,350.66303,195.33328,235.7691,1.93789,0.1328391,0.0031471,46.1171688,5,MPO458714,18,2,2015,2017,-999,0.14,M-v,38h,MPCLINUX,2015 VK172,20170126
K15VH2L,9.3,0.15,K221L,15.9504,350.13005,48.93201,3.69151,0.1142243,0.00340591,43.7502807,4,MPO458714,27,3,2015,2017,-999,0.13,M-v,38h,MPCLINUX,2015 VL172,20170915
K15VH2M,8.5,0.15,K221L,28.48609,332.37409,52.12294,1.4966,0.0818829,0.00315701,46.0205862,4,MPO458714,30,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VM172,20171213
K15VH2N,7.4,0.15,K221L,135.87894,228.28607,48.58396,2.01608,0.0510865,0.00318337,45.7661629,4,MPO458714,24,3,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VN172,20171213
K15VH2O,8.4,0.15,K221L,90.63513,86.06367,226.40705,8.61703,0.1264912,0.00342652,43.5746703,3,MPO458714,42,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VO172,20171216
K15VH2P,7.4,0.15,K221L,126.14403,52.45427,225.46213,3.47291,0.1442265,0.00321063,45.506711,3,MPO458714,39,4,2014,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VP172,20171213
K15VH2Q,7.4,0.15,K221L,280.58666,91.6539,49.19031,0.9568,0.0322858,0.00338743,43.9092323,4,MPO458715,27,2,2015,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VQ172,20170102
K15VH2R,6.9,0.15,K221L,261.489,78.39081,80.7261,1.59009,0.0296612,0.0032042,45.5676343,3,MPO458715,51,4,2014,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VR172,20171216
K15VH2S,7.5,0.15,K221L,140.85242,92.11503,180.55498,0.59324,0.0483156,0.00311842,46.3994822,4,MPO458715,32,3,2015,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VS172,20171216
K15VH2T,8.7,0.15,K221L,319.0107,240.58673,221.92209,0.99036,0.0403404,0.00332514,44.4558726,4,MPO458715,29,3,2015,2017,-999,0.11,M-v,38h,MPCLINUX,2015 VT172,20171216
K15VH2U,8.4,0.15,K221L,18.34149,316.77112,82.55701,1.5897,0.020466,0.00394791,39.6483066,3,MPO458715,40,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VU172,20170924
K15VH2V,7.4,0.15,K221L,283.81699,286.03988,226.037,20.00518,0.1617665,0.00353926,42.6442693,3,MPO458715,40,4,2014,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VV172,20170923
K15VH2W,8.1,0.15,K221L,221.34305,100.1438,97.63262,1.4845,0.0367854,0.00332232,44.4810714,4,MPO458716,43,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VW172,20171216
K15VH2X,8.8,0.15,K221L,53.29387,274.2974,86.34578,2.08888,0.0365222,0.00341517,43.6711548,3,MPO458716,40,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VX172,20171216
K15VH2Y,7.6,0.15,K221L,351.5978,334.04654,92.47948,1.74886,0.0413713,0.00321288,45.4855213,3,MPO544676,44,5,2014,2019,-999,0.09,M-v,38h,Rudenko,2015 VY172,20191026
K15VH2Z,8.8,0.15,K221L,176.16106,156.61132,84.05588,2.21056,0.033024,0.00347608,43.1594951,4,MPO458716,32,4,2014,2017,-999,0.12,M-v,38h,MPCLINUX,2015 VZ172,20171216
K15VH3A,8.2,0.15,K221L,45.09838,202.21529,169.22844,1.6872,0.0144589,0.00347727,43.1496661,3,MPO458716,41,4,2014,2017,-999,0.07,M-v,38h,MPCLINUX,2015 VA173,20171216
K15VH3B,8.0,0.15,K221L,81.33497,261.86725,71.56541,3.25218,0.0296139,0.00353486,42.6797101,2,MPO458717,43,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VB173,20171216
K15VH3C,8.5,0.15,K221L,84.10218,248.23473,81.10037,2.28516,0.0400663,0.00347067,43.2043152,2,MPO458717,41,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VC173,20171216
K15VH3D,8.8,0.15,K221L,0.53175,328.39246,89.81268,1.94781,0.074509,0.0033198,44.5035868,3,MPO458717,42,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VD173,20171216
K15VH3E,8.3,0.15,K221L,98.25817,227.93905,81.22603,1.75989,0.0895631,0.00327924,44.8698039,3,MPO458717,40,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VE173,20171216
K15VH3F,8.3,0.15,K221L,202.5791,127.51494,89.55559,2.29134,0.0634138,0.00343563,43.497592,5,MPO458717,32,3,2015,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VF173,20171216
K15VH3G,8.4,0.15,K221L,271.08093,64.87714,87.66002,2.88237,0.0629563,0.00334499,44.2798245,3,MPO458717,41,4,2014,2017,-999,0.13,M-v,38h,MPCLINUX,2015 VG173,20171216
K15VH3H,7.9,0.15,K221L,17.14186,237.80917,159.71081,2.21691,0.0926697,0.00338048,43.9693764,3,MPO458718,37,4,2014,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VH173,20170923
K15VH3J,8.2,0.15,K221L,259.99536,117.04816,54.47276,22.62418,0.1494819,0.00344834,43.3906505,3,MPO458718,44,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VJ173,20171216
K15VH3K,7.9,0.15,K221L,107.33582,242.06507,60.27476,11.67747,0.0602671,0.00339447,43.8485235,3,MPO458718,36,4,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VK173,20171216
K15VH3L,8.5,0.15,K221L,311.02435,314.92568,158.26465,2.32878,0.0728689,0.00329618,44.7158729,3,MPO458718,36,4,2014,2017,-999,0.1,M-v,38h,MPCLINUX,2015 VL173,20171216
K15VH3M,6.1,0.15,K221L,128.31121,100.24127,183.57324,2.42958,0.0544183,0.0033703,44.0579305,3,MPO544676,41,5,2014,2019,-999,0.05,M-v,38h,Rudenko,2015 VM173,20191026
K15VH3N,8.3,0.15,K221L,190.17839,147.58187,79.09467,5.28341,0.0476993,0.00351478,42.8421027,4,MPO458719,32,3,2014,2017,-999,0.09,M-v,38h,MPCLINUX,2015 VN173,20170126
K15VH3O,9.0,0.15,K221L,43.79748,303.82877,55.88272,20.87251,0.1569869,0.00326011,45.045109,4,MPO458719,29,3,2015,2017,-999,0.12,M-v,38h,MPCLINUX,2015 VO173,20171216
K15VH3P,7.8,0.15,K221L,207.03737,101.04721,110.52706,3.42568,0.0519826,0.0033763,44.0056809,5,MPO458719,30,2,2015,2017,-999,0.08,M-v,38h,MPCLINUX,2015 VP173,20170126
K15VH3Q,7.5,0.15,K221L,5.73988,275.92553,135.54116,2.7872,0.1049707,0.00327993,44.8634734,3,MPO458719,35,3,2014,2017,-999,0.06,M-v,38h,MPCLINUX,2015 VQ173,20170126
K15VH3R,8.7,0.15,K221L,149.36251,168.67851,97.09154,4.21143,0.0265635,0.00341191,43.698957,4,MPO458719,31,3,2015,2017,-999,0.12,M-v,38h,MPCLINUX,2015 VR173,20170921
K15VH3S,8.5,0.15,K221L,90.04326,99.22604,211.98871,11.79456,0.1361484,0.00318381,45.7619836,4,MPO458719,27,3,2015,2017,-999,0.14,M-v,38h,MPCLINUX,2015 VS173,20170922
K15VH3T,9.1,0.15,K221L,6.35468,260.34583,150.88953,3.46491,0.0364155,0.00345486,43.3360121,4,MPO458720,24,3,2015,2017,-999,0.14,M-v,38h,MPCLINUX,2015 VT173,20171216
K15VI1J,7.11,0.15,K221L,354.91716,312.15431,80.18775,37.39303,0.1858513,0.00351074,42.8749856,4,MPO660426,45,7,2014,2021,-999,0.45,M-v,3Ek,MPCLINUX,2015 VJ181,20211014
K15VI4X,6.2,0.15,K221L,324.39005,93.43415,11.47734,33.50005,0.3404991,0.00168833,69.8497041,3,E2020-L19,20,3,2015,2018,-999,0.21,M-v,38h,Pike,2015 VX184,20180206
K15VI4Z,7.84,0.15,K221L,3.44925,54.73857,353.20306,13.95811,0.2767212,0.00397918,39.4402987,3,E2021-VK0,134,13,2000,2021,-999,0.15,M-v,3Ek,Pike,2015 VZ184,20211003
K15VK2O,8.8,0.15,K221L,101.86842,168.69559,123.09475,3.31759,0.247225,0.00398445,39.405506,6,MPO620746,32,3,2015,2017,-999,0.14,M-v,3Ek,Alexanders,2015 VO202,20171213
K15VK2P,9.07,0.15,K221L,21.694,251.99374,130.48637,2.85304,0.2878519,0.0024839,53.9982909,5,MPO620746,27,3,2015,2017,-999,0.1,M-v,3Ek,Alexanders,2015 VP202,20171213
K15VK2Q,8.59,0.15,K221L,334.92799,38.30792,48.54414,2.41738,0.0112755,0.00338567,43.9244148,6,MPO620746,21,2,2015,2017,-999,0.09,M-v,3Ek,Alexanders,2015 VQ202,20170127
K15VK2R,9.37,0.15,K221L,321.36966,274.36172,192.27522,4.3356,0.0552902,0.00474082,35.0940548,6,MPO620746,31,2,2015,2016,-999,0.09,M-v,3Ek,Alexanders,2015 VR202,20161102
K15VK7Q,8.92,0.15,K221L,1.52677,240.41322,117.43915,28.51888,0.7970081,0.00051266,154.6136222,7,MPO655514,12,4,2014,2017,-999,0.11,M-v,3Ek,Pike,2015 VQ207,20171207
K15VK7R,7.85,0.15,K221L,12.98448,156.87039,196.55361,26.57882,0.544596,0.00136566,80.4589764,5,MPO655514,13,5,2014,2018,-999,0.15,M-v,3Ek,Pike,2015 VR207,20181129
K15VK7S,7.97,0.15,K221L,2.95114,105.01866,249.26162,1.20302,0.6123041,0.00114657,90.4067977,6,MPO655514,11,4,2014,2017,-999,0.09,M-v,3Ek,Pike,2015 VS207,20171117
K15VK7T,8.13,0.15,K221L,12.01871,246.21716,105.94881,37.36034,0.3223605,0.00250603,53.679884,5,MPO655514,10,4,2014,2018,-999,0.09,M-v,3Ek,Pike,2015 VT207,20181202
K15VK7U,7.28,0.15,K221L,248.55748,34.66229,114.029,38.92762,0.0325119,0.00594098,30.1923805,3,E2021-W50,36,6,2015,2021,-999,0.39,M-v,3Ek,MPCLINUX,2015 VU207,20211111
K15VK7V,8.39,0.15,K221L,357.98376,296.00265,91.21576,29.35231,0.4146262,0.00233092,56.3357395,4,MPO655515,18,4,2015,2018,-999,0.12,M-v,3Ek,Pike,2015 VV207,20181116
K15VK8B,8.2,0.15,K221L,8.81493,251.25919,89.32815,35.6609,0.6324808,0.00108956,93.5338591,7,MPO655516,11,4,2015,2018,-999,0.12,M-v,3Ek,Pike,2015 VB208,20181202
K15Xc4R,16.1,0.15,K221L,10.78001,271.07108,1.89507,157.47935,0.9016022,0.00451231,36.2690755,2,MPO386958,45,1,-999,-999,124,0.26,M-v,38h,MPCADO,2015 XR384,20160209
K15Xm0O,8.34,0.15,K221L,32.78964,265.30074,70.02684,52.28968,0.2026262,0.00354855,42.5698754,5,MPO655524,8,4,2015,2018,-999,0.13,M-v,3Ek,Pike,2015 XO480,20181202
K16AR8N,6.97,0.15,K221L,11.19066,271.29858,190.141,6.96484,0.2131452,0.00308531,46.7308742,3,MPO599903,42,5,2013,2020,-999,0.7,M-v,3Ek,Pike,2016 AN278,20201209
K16AS1T,15.1,0.15,K221L,3.85368,248.42003,347.52254,22.17485,0.9571111,0.00198327,62.7404925,0,MPO522016,40,1,-999,-999,134,0.12,M-v,38h,Veres,2016 AT281,20160521
K16C93D,17.41,0.15,K221L,14.80359,339.84406,99.1714,12.24707,0.935735,0.00628361,29.0846154,9,MPO630349,11,1,-999,-999,1,0.07,M-v,3Ek,Pan,2016 CD93,20160206
K16CQ4O,16.2,0.15,K221L,6.00724,66.56787,178.11231,129.73803,0.9364095,0.00302437,47.3564591,0,MPO394305,68,2,2016,2016,-999,0.31,M-v,38h,MPCADO,2016 CO264,20161223
K16CS9D,7.3,0.15,K221L,109.41808,15.54421,340.27964,30.84304,0.3494093,0.00235285,55.9852414,7,MPO438914,8,2,2016,2017,-999,0.08,M-v,38h,MPCW,2016 CD289,20170426
K16CW3N,7.1,0.15,K221L,338.97302,272.13743,295.48527,13.11036,0.6405234,0.00103675,96.6838789,4,MPO466800,25,3,2016,2018,-999,0.19,M-v,38h,MPCW,2016 CN323,20180515
K16EK3J,18.1,0.15,K221L,3.7174,227.38717,7.0814,170.96378,0.9588139,0.0018348,66.0809719,0,MPO399568,63,2,2016,2016,-999,0.33,M-v,38h,MPCW,2016 EJ203,20161223
K16F58X,5.8,0.15,K221L,272.10107,328.70999,332.12849,23.0208,0.2886916,0.00246971,54.2048687,4,MPO544840,23,4,2013,2020,-999,0.2,M-v,38h,MPCLINUX,2016 FX58,20200226
K16F59L,6.9,0.15,K221L,7.99268,266.4592,277.26132,6.92777,0.0229532,0.00349645,42.9917054,2,MPO544840,96,9,2011,2019,-999,0.26,M-v,38h,Bell,2016 FL59,20190509
K16F59N,6.8,0.15,K221L,19.18134,278.74653,229.43688,5.76322,0.382612,0.0022415,57.8243463,0,MPO473437,118,9,2001,2018,-999,0.2,M-v,38h,MPCLINUX,2016 FN59,20180318
K16G83M,18.33,0.15,K221L,1.39264,340.6959,133.56677,3.45681,0.9889039,0.00060739,138.0888707,9,MPO630349,14,1,-999,-999,1,0.36,M-v,3Ek,Pan,2016 GM83,20160402
K16GR6Z,7.0,0.15,K221L,345.99504,220.25153,76.47329,21.97407,0.7325268,0.00057173,143.7719853,9,E2020-L19,15,3,2016,2018,-999,0.26,M-v,3Ek,Alexanders,2016 GZ276,20180519
K16GR7A,7.6,0.15,K221L,350.42862,178.69026,112.98594,19.41717,0.7693072,0.00051035,155.0810059,4,E2020-L26,13,3,2016,2018,-999,0.15,M-v,38h,Holman,2016 GA277,20180312
K16GR7B,7.2,0.15,K221L,316.1754,256.56449,36.93282,31.37023,0.4950037,0.00140617,78.9062884,5,E2020-L26,14,3,2016,2018,-999,0.14,M-v,38h,Alexanders,2016 GB277,20180312
K16L88P,7.1,0.15,K221L,5.69676,179.17963,63.35168,23.57296,0.023772,0.00280896,49.7475912,4,E2021-M50,4,1,-999,-999,1,0.08,M-v,38h,Veres,2016 LP88,20160610
K16P66N,13.4,0.15,K221L,10.97681,196.71732,217.01455,105.21665,0.9063952,0.00569775,31.0456418,0,MPO599979,214,2,2016,2017,-999,0.41,M-v,38h,MPCLINUX,2016 PN66,20170630
K16PA1A,8.2,0.15,K221L,325.10393,347.56506,91.38012,20.48291,0.0917647,0.00381516,40.5627982,4,MPO444799,51,2,2016,2018,-999,0.19,M-v,38h,MPCW,2016 PA101,20180111
K16PL9N,6.51,0.15,K221L,259.33411,173.4613,284.35571,12.26514,0.1399245,0.003549,42.5662588,5,MPO645504,17,4,2013,2018,-999,0.08,M-v,3Ek,Pike,2016 PN219,20181126
K16PL9U,8.32,0.15,K221L,301.32697,55.19341,39.3626,35.02565,0.0487814,0.00412699,38.492907,5,MPO645505,8,4,2013,2018,-999,0.11,M-v,3Ek,Pike,2016 PU219,20180911
K16PM0K,7.38,0.15,K221L,49.34269,259.69534,51.8163,42.36583,0.2486339,0.00275813,50.3570162,4,MPO655603,10,4,2014,2018,-999,0.16,M-v,3Ek,Pike,2016 PK220,20181130
